"ocm","type","est","cilo","cihi","p","category","group","ndocs"
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","aust1305",25
"ANY","null",0.7776,0,3,0.08,"ENTERTAINMENT","aust1307",48
"ANY","nhs",3,NA,NA,NA,"ENTERTAINMENT","aust1307",48
"ANY","null",0.1464,0,1,0,"ENTERTAINMENT","ayma1253",11
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","ayma1253",11
"ANY","null",0,0,0,0,"ENTERTAINMENT","boro1281",10
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","boro1281",10
"ANY","null",0.8458,0,3,0.768,"ENTERTAINMENT","chib1249",34
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","chib1249",34
"ANY","null",0,0,0,0,"ENTERTAINMENT","chon1288",6
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","chon1288",6
"ANY","null",0.8326,0,3,0,"ENTERTAINMENT","chuk1271",9
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","chuk1271",9
"ANY","null",0.5486,0,2,4e-04,"ENTERTAINMENT","dogo1299",18
"ANY","nhs",5,NA,NA,NA,"ENTERTAINMENT","dogo1299",18
"ANY","null",0.3888,0,2,0.648,"ENTERTAINMENT","eski1264",19
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","eski1264",19
"ANY","null",4.292,2,7,0.4188,"ENTERTAINMENT","indo1319",68
"ANY","nhs",6,NA,NA,NA,"ENTERTAINMENT","indo1319",68
"ANY","null",2.1162,0,5,0.716,"ENTERTAINMENT","kore1284",42
"ANY","nhs",2,NA,NA,NA,"ENTERTAINMENT","kore1284",42
"ANY","null",0,0,0,0,"ENTERTAINMENT","mata1289",6
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","mata1289",6
"ANY","null",0.0274,0,1,0,"ENTERTAINMENT","maya1287",7
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","maya1287",7
"ANY","null",0,0,0,0,"ENTERTAINMENT","nilo1247",9
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","nilo1247",9
"ANY","null",0,0,0,0,"ENTERTAINMENT","saha1256",8
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","saha1256",8
"ANY","null",0.1686,0,1,0.3064,"ENTERTAINMENT","sino1245",49
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","sino1245",49
"ANY","null",0.2826,0,2,0,"ENTERTAINMENT","taik1256",20
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","taik1256",20
"ANY","null",0,0,0,0,"ENTERTAINMENT","tuca1253",14
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","tuca1253",14
"ANY","null",0,0,0,0,"ENTERTAINMENT","tupi1275",8
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","tupi1275",8
"ANY","null",0,0,0,0,"ENTERTAINMENT","turk1311",13
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","turk1311",13
"ANY","null",0.0148,0,0,0.0296,"ENTERTAINMENT","ural1272",18
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","ural1272",18
"ANY","null",0.0062,0,0,0,"ENTERTAINMENT","utoa1244",7
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","utoa1244",7
"ANY","null",0,0,0,0,"ENTERTAINMENT","yano1268",7
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","yano1268",7
"ANY","null",19.4514,12,28,0.0411999999999999,"GROUPBONDING","afro1255",64
"ANY","nhs",12,NA,NA,NA,"GROUPBONDING","afro1255",64
"ANY","null",8.674,4,14,0.3104,"GROUPBONDING","algi1248",60
"ANY","nhs",12,NA,NA,NA,"GROUPBONDING","algi1248",60
"ANY","null",3.2074,0,7,0.8164,"GROUPBONDING","atha1245",23
"ANY","nhs",4,NA,NA,NA,"GROUPBONDING","atha1245",23
"ANY","null",25.6848,17,34,0.6504,"GROUPBONDING","atla1278",134
"ANY","nhs",24,NA,NA,NA,"GROUPBONDING","atla1278",134
"ANY","null",4.7936,1,9,0.6836,"GROUPBONDING","aust1305",25
"ANY","nhs",6,NA,NA,NA,"GROUPBONDING","aust1305",25
"ANY","null",1.8676,0,5,0,"GROUPBONDING","aust1307",48
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","aust1307",48
"ANY","null",0.983,0,3,0,"GROUPBONDING","ayma1253",11
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","ayma1253",11
"ANY","null",3.9434,1,8,0.8608,"GROUPBONDING","boro1281",10
"ANY","nhs",4,NA,NA,NA,"GROUPBONDING","boro1281",10
"ANY","null",10.2598,5,16,0.00239999999999996,"GROUPBONDING","chib1249",34
"ANY","nhs",3,NA,NA,NA,"GROUPBONDING","chib1249",34
"ANY","null",4.1682,1,8,0.1492,"GROUPBONDING","chon1288",6
"ANY","nhs",2,NA,NA,NA,"GROUPBONDING","chon1288",6
"ANY","null",0.26,0,1,0,"GROUPBONDING","chuk1271",9
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","chuk1271",9
"ANY","null",2.9152,0,6,0.4136,"GROUPBONDING","dogo1299",18
"ANY","nhs",2,NA,NA,NA,"GROUPBONDING","dogo1299",18
"ANY","null",1.2622,0,4,0.2528,"GROUPBONDING","eski1264",19
"ANY","nhs",3,NA,NA,NA,"GROUPBONDING","eski1264",19
"ANY","null",9.139,4,15,0.0024,"GROUPBONDING","indo1319",68
"ANY","nhs",20,NA,NA,NA,"GROUPBONDING","indo1319",68
"ANY","null",23.4534,15,32,0.8084,"GROUPBONDING","kore1284",42
"ANY","nhs",23,NA,NA,NA,"GROUPBONDING","kore1284",42
"ANY","null",0.0466,0,1,0.0908,"GROUPBONDING","mata1289",6
"ANY","nhs",1,NA,NA,NA,"GROUPBONDING","mata1289",6
"ANY","null",0.5412,0,2,0,"GROUPBONDING","maya1287",7
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","maya1287",7
"ANY","null",0.6332,0,2,0.9528,"GROUPBONDING","nilo1247",9
"ANY","nhs",1,NA,NA,NA,"GROUPBONDING","nilo1247",9
"ANY","null",3.2154,0,7,0.0651999999999999,"GROUPBONDING","saha1256",8
"ANY","nhs",1,NA,NA,NA,"GROUPBONDING","saha1256",8
"ANY","null",2.788,0,6,0.4312,"GROUPBONDING","sino1245",49
"ANY","nhs",2,NA,NA,NA,"GROUPBONDING","sino1245",49
"ANY","null",4.3298,1,9,0.3732,"GROUPBONDING","taik1256",20
"ANY","nhs",3,NA,NA,NA,"GROUPBONDING","taik1256",20
"ANY","null",3.1142,0,7,0,"GROUPBONDING","tuca1253",14
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","tuca1253",14
"ANY","null",0.9526,0,3,0.748,"GROUPBONDING","tupi1275",8
"ANY","nhs",1,NA,NA,NA,"GROUPBONDING","tupi1275",8
"ANY","null",0.0344,0,1,0,"GROUPBONDING","turk1311",13
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","turk1311",13
"ANY","null",1.1798,0,3,0.6704,"GROUPBONDING","ural1272",18
"ANY","nhs",2,NA,NA,NA,"GROUPBONDING","ural1272",18
"ANY","null",1.416,0,4,0,"GROUPBONDING","utoa1244",7
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","utoa1244",7
"ANY","null",0.0252,0,0,0,"GROUPBONDING","yano1268",7
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","yano1268",7
"ANY","null",16.4122,10,24,0.0064,"EMOTION","afro1255",64
"ANY","nhs",27,NA,NA,NA,"EMOTION","afro1255",64
"ANY","null",6.082,2,11,0.2692,"EMOTION","algi1248",60
"ANY","nhs",4,NA,NA,NA,"EMOTION","algi1248",60
"ANY","null",7.0032,3,12,0,"EMOTION","atha1245",23
"ANY","nhs",25,NA,NA,NA,"EMOTION","atha1245",23
"ANY","null",35.2438,26,45,0.0404,"EMOTION","atla1278",134
"ANY","nhs",46,NA,NA,NA,"EMOTION","atla1278",134
"ANY","null",3.92,1,8,0.4456,"EMOTION","aust1305",25
"ANY","nhs",3,NA,NA,NA,"EMOTION","aust1305",25
"ANY","null",2.1276,0,5,0.734,"EMOTION","aust1307",48
"ANY","nhs",2,NA,NA,NA,"EMOTION","aust1307",48
"ANY","null",0.0866,0,1,0,"EMOTION","ayma1253",11
"ANY","nhs",0,NA,NA,NA,"EMOTION","ayma1253",11
"ANY","null",1.48,0,4,0.0292,"EMOTION","boro1281",10
"ANY","nhs",5,NA,NA,NA,"EMOTION","boro1281",10
"ANY","null",2.547,0,6,0,"EMOTION","chib1249",34
"ANY","nhs",0,NA,NA,NA,"EMOTION","chib1249",34
"ANY","null",5.5838,2,10,0.1036,"EMOTION","chon1288",6
"ANY","nhs",10,NA,NA,NA,"EMOTION","chon1288",6
"ANY","null",0.1836,0,1,0,"EMOTION","chuk1271",9
"ANY","nhs",0,NA,NA,NA,"EMOTION","chuk1271",9
"ANY","null",1.8668,0,5,0.2556,"EMOTION","dogo1299",18
"ANY","nhs",4,NA,NA,NA,"EMOTION","dogo1299",18
"ANY","null",1.8912,0,4,0.1088,"EMOTION","eski1264",19
"ANY","nhs",1,NA,NA,NA,"EMOTION","eski1264",19
"ANY","null",3.7526,1,8,0,"EMOTION","indo1319",68
"ANY","nhs",13,NA,NA,NA,"EMOTION","indo1319",68
"ANY","null",6.3786,2,11,0.6244,"EMOTION","kore1284",42
"ANY","nhs",8,NA,NA,NA,"EMOTION","kore1284",42
"ANY","null",0.4554,0,2,0.7996,"EMOTION","mata1289",6
"ANY","nhs",1,NA,NA,NA,"EMOTION","mata1289",6
"ANY","null",0.1206,0,1,0,"EMOTION","maya1287",7
"ANY","nhs",0,NA,NA,NA,"EMOTION","maya1287",7
"ANY","null",1.388,0,4,0.0176,"EMOTION","nilo1247",9
"ANY","nhs",5,NA,NA,NA,"EMOTION","nilo1247",9
"ANY","null",0.3648,0,2,0,"EMOTION","saha1256",8
"ANY","nhs",4,NA,NA,NA,"EMOTION","saha1256",8
"ANY","null",0.4586,0,2,0,"EMOTION","sino1245",49
"ANY","nhs",0,NA,NA,NA,"EMOTION","sino1245",49
"ANY","null",0.2872,0,2,0,"EMOTION","taik1256",20
"ANY","nhs",0,NA,NA,NA,"EMOTION","taik1256",20
"ANY","null",1.4518,0,4,0.4484,"EMOTION","tuca1253",14
"ANY","nhs",1,NA,NA,NA,"EMOTION","tuca1253",14
"ANY","null",0.0818,0,1,0.1604,"EMOTION","tupi1275",8
"ANY","nhs",1,NA,NA,NA,"EMOTION","tupi1275",8
"ANY","null",2.093,0,5,0.0324,"EMOTION","turk1311",13
"ANY","nhs",6,NA,NA,NA,"EMOTION","turk1311",13
"ANY","null",0.3382,0,2,0.0052,"EMOTION","ural1272",18
"ANY","nhs",3,NA,NA,NA,"EMOTION","ural1272",18
"ANY","null",0.8012,0,3,0,"EMOTION","utoa1244",7
"ANY","nhs",0,NA,NA,NA,"EMOTION","utoa1244",7
"ANY","null",0.147,0,1,0,"EMOTION","yano1268",7
"ANY","nhs",0,NA,NA,NA,"EMOTION","yano1268",7
"ANY","null",11.1546,6,17,0.2708,"RITUAL","afro1255",64
"ANY","nhs",15,NA,NA,NA,"RITUAL","afro1255",64
"ANY","null",4.3602,1,8,0,"RITUAL","algi1248",60
"ANY","nhs",15,NA,NA,NA,"RITUAL","algi1248",60
"ANY","null",6.9322,3,12,0.594,"RITUAL","atha1245",23
"ANY","nhs",6,NA,NA,NA,"RITUAL","atha1245",23
"ANY","null",9.835,5,16,0.936,"RITUAL","atla1278",134
"ANY","nhs",10,NA,NA,NA,"RITUAL","atla1278",134
"ANY","null",0.4322,0,2,0,"RITUAL","aust1305",25
"ANY","nhs",0,NA,NA,NA,"RITUAL","aust1305",25
"ANY","null",10.1144,5,16,0,"RITUAL","aust1307",48
"ANY","nhs",33,NA,NA,NA,"RITUAL","aust1307",48
"ANY","null",0.215,0,1,0.3912,"RITUAL","ayma1253",11
"ANY","nhs",1,NA,NA,NA,"RITUAL","ayma1253",11
"ANY","null",0.3158,0,2,0.568,"RITUAL","boro1281",10
"ANY","nhs",1,NA,NA,NA,"RITUAL","boro1281",10
"ANY","null",3.2388,0,7,0.186,"RITUAL","chib1249",34
"ANY","nhs",6,NA,NA,NA,"RITUAL","chib1249",34
"ANY","null",0.0776,0,1,0,"RITUAL","chon1288",6
"ANY","nhs",0,NA,NA,NA,"RITUAL","chon1288",6
"ANY","null",0.0814,0,1,0,"RITUAL","chuk1271",9
"ANY","nhs",0,NA,NA,NA,"RITUAL","chuk1271",9
"ANY","null",1.4114,0,4,0,"RITUAL","dogo1299",18
"ANY","nhs",0,NA,NA,NA,"RITUAL","dogo1299",18
"ANY","null",0.038,0,1,0,"RITUAL","eski1264",19
"ANY","nhs",0,NA,NA,NA,"RITUAL","eski1264",19
"ANY","null",4.217,1,8,0.494,"RITUAL","indo1319",68
"ANY","nhs",6,NA,NA,NA,"RITUAL","indo1319",68
"ANY","null",4.8708,1,9,0.92,"RITUAL","kore1284",42
"ANY","nhs",5,NA,NA,NA,"RITUAL","kore1284",42
"ANY","null",0,0,0,0,"RITUAL","mata1289",6
"ANY","nhs",0,NA,NA,NA,"RITUAL","mata1289",6
"ANY","null",0.2686,0,2,0,"RITUAL","maya1287",7
"ANY","nhs",0,NA,NA,NA,"RITUAL","maya1287",7
"ANY","null",0.3534,0,2,0,"RITUAL","nilo1247",9
"ANY","nhs",0,NA,NA,NA,"RITUAL","nilo1247",9
"ANY","null",0.1212,0,1,0.2304,"RITUAL","saha1256",8
"ANY","nhs",1,NA,NA,NA,"RITUAL","saha1256",8
"ANY","null",1.5138,0,4,0.024,"RITUAL","sino1245",49
"ANY","nhs",5,NA,NA,NA,"RITUAL","sino1245",49
"ANY","null",3.4752,0,8,4e-04,"RITUAL","taik1256",20
"ANY","nhs",12,NA,NA,NA,"RITUAL","taik1256",20
"ANY","null",0.0734,0,1,0,"RITUAL","tuca1253",14
"ANY","nhs",0,NA,NA,NA,"RITUAL","tuca1253",14
"ANY","null",0.118,0,1,0.2272,"RITUAL","tupi1275",8
"ANY","nhs",1,NA,NA,NA,"RITUAL","tupi1275",8
"ANY","null",0,0,0,0,"RITUAL","turk1311",13
"ANY","nhs",0,NA,NA,NA,"RITUAL","turk1311",13
"ANY","null",0.9488,0,3,0,"RITUAL","ural1272",18
"ANY","nhs",9,NA,NA,NA,"RITUAL","ural1272",18
"ANY","null",0.5568,0,2,0.2124,"RITUAL","utoa1244",7
"ANY","nhs",2,NA,NA,NA,"RITUAL","utoa1244",7
"ANY","null",0.084,0,1,0.1628,"RITUAL","yano1268",7
"ANY","nhs",1,NA,NA,NA,"RITUAL","yano1268",7
