"ocm","type","est","cilo","cihi","p","category","group","ndocs"
"ANY","nhs",10,NA,NA,NA,"GROUPBONDING","NHS-R04",19
"ANY","null",15.5298,9,23,0.0304,"GROUPBONDING","NHS-R05",27
"ANY","nhs",9,NA,NA,NA,"GROUPBONDING","NHS-R05",27
"ANY","null",9.3114,4,15,0.000399999999999956,"GROUPBONDING","NHS-R06",23
"ANY","nhs",2,NA,NA,NA,"GROUPBONDING","NHS-R06",23
"ANY","null",0.983,0,3,0,"GROUPBONDING","NHS-R07",11
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","NHS-R07",11
"ANY","null",26.2308,17,35,0.6976,"GROUPBONDING","NHS-R08",74
"ANY","nhs",25,NA,NA,NA,"GROUPBONDING","NHS-R08",74
"ANY","null",9.2606,4,15,0.5716,"GROUPBONDING","NHS-R09",60
"ANY","nhs",8,NA,NA,NA,"GROUPBONDING","NHS-R09",60
"ANY","null",7.9832,3,13,0.34,"GROUPBONDING","NHS-R10",26
"ANY","nhs",11,NA,NA,NA,"GROUPBONDING","NHS-R10",26
"ANY","null",0.5412,0,2,0,"GROUPBONDING","NHS-R12",7
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","NHS-R12",7
"ANY","null",0.1744,0,1,0,"GROUPBONDING","NHS-R15",6
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","NHS-R15",6
"ANY","null",0.2944,0,2,0,"GROUPBONDING","NHS-R16",22
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","NHS-R16",22
"ANY","null",4.83,1,9,0.252,"GROUPBONDING","NHS-R17",14
"ANY","nhs",3,NA,NA,NA,"GROUPBONDING","NHS-R17",14
"ANY","null",1.416,0,4,0,"GROUPBONDING","NHS-R18",7
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","NHS-R18",7
"ANY","null",3.2074,0,7,0.8164,"GROUPBONDING","NHS-R19",23
"ANY","nhs",4,NA,NA,NA,"GROUPBONDING","NHS-R19",23
"ANY","null",0.9484,0,3,0.7028,"GROUPBONDING","NHS-R20",11
"ANY","nhs",1,NA,NA,NA,"GROUPBONDING","NHS-R20",11
"ANY","null",6.962,2,12,0.2924,"GROUPBONDING","NHS-R21",28
"ANY","nhs",10,NA,NA,NA,"GROUPBONDING","NHS-R21",28
"ANY","null",1.1798,0,3,0.6704,"GROUPBONDING","NHS-R23",18
"ANY","nhs",2,NA,NA,NA,"GROUPBONDING","NHS-R23",18
"ANY","null",4.8346,1,9,0.7004,"GROUPBONDING","NHS-R24",51
"ANY","nhs",6,NA,NA,NA,"GROUPBONDING","NHS-R24",51
"ANY","null",6.1974,2,11,0.0988,"GROUPBONDING","NHS-R25",68
"ANY","nhs",3,NA,NA,NA,"GROUPBONDING","NHS-R25",68
"ANY","null",1.2474,0,4,0.5584,"GROUPBONDING","NHS-R26",25
"ANY","nhs",1,NA,NA,NA,"GROUPBONDING","NHS-R26",25
"ANY","null",0.692,0,3,0,"GROUPBONDING","NHS-R27",18
"ANY","nhs",0,NA,NA,NA,"GROUPBONDING","NHS-R27",18
"ANY","null",4.2148,1,8,0.3948,"GROUPBONDING","NHS-R28",12
"ANY","nhs",3,NA,NA,NA,"GROUPBONDING","NHS-R28",12
"ANY","null",21.5876,14,30,0.6328,"GROUPBONDING","NHS-R30",114
"ANY","nhs",20,NA,NA,NA,"GROUPBONDING","NHS-R30",114
"ANY","null",3.1216,0,7,0.0604,"EMOTION","NHS-R01",28
"ANY","nhs",7,NA,NA,NA,"EMOTION","NHS-R01",28
"ANY","null",3.5206,1,7,0.1824,"EMOTION","NHS-R02",51
"ANY","nhs",2,NA,NA,NA,"EMOTION","NHS-R02",51
"ANY","null",0.3156,0,2,0.5456,"EMOTION","NHS-R04",19
"ANY","nhs",1,NA,NA,NA,"EMOTION","NHS-R04",19
"ANY","null",12.3648,6,19,0.6968,"EMOTION","NHS-R05",27
"ANY","nhs",14,NA,NA,NA,"EMOTION","NHS-R05",27
"ANY","null",0.833,0,3,0,"EMOTION","NHS-R06",23
"ANY","nhs",0,NA,NA,NA,"EMOTION","NHS-R06",23
"ANY","null",0.0866,0,1,0,"EMOTION","NHS-R07",11
"ANY","nhs",0,NA,NA,NA,"EMOTION","NHS-R07",11
"ANY","null",6.6266,2,12,0.7004,"EMOTION","NHS-R08",74
"ANY","nhs",8,NA,NA,NA,"EMOTION","NHS-R08",74
"ANY","null",4.2456,1,8,0.0036,"EMOTION","NHS-R09",60
"ANY","nhs",11,NA,NA,NA,"EMOTION","NHS-R09",60
"ANY","null",1.7412,0,5,8e-04,"EMOTION","NHS-R10",26
"ANY","nhs",8,NA,NA,NA,"EMOTION","NHS-R10",26
"ANY","null",0.1206,0,1,0,"EMOTION","NHS-R12",7
"ANY","nhs",0,NA,NA,NA,"EMOTION","NHS-R12",7
"ANY","null",0.025,0,0.0249999999996362,0,"EMOTION","NHS-R15",6
"ANY","nhs",0,NA,NA,NA,"EMOTION","NHS-R15",6
"ANY","null",2.2766,0,5.02499999999964,0.05,"EMOTION","NHS-R16",22
"ANY","nhs",6,NA,NA,NA,"EMOTION","NHS-R16",22
"ANY","null",14.1648,8,21,0.0028,"EMOTION","NHS-R17",14
"ANY","nhs",25,NA,NA,NA,"EMOTION","NHS-R17",14
"ANY","null",0.8012,0,3,0,"EMOTION","NHS-R18",7
"ANY","nhs",0,NA,NA,NA,"EMOTION","NHS-R18",7
"ANY","null",7.0032,3,12,0,"EMOTION","NHS-R19",23
"ANY","nhs",25,NA,NA,NA,"EMOTION","NHS-R19",23
"ANY","null",1.714,0,4,0,"EMOTION","NHS-R20",11
"ANY","nhs",0,NA,NA,NA,"EMOTION","NHS-R20",11
"ANY","null",4.4526,1,9,0.3216,"EMOTION","NHS-R21",28
"ANY","nhs",3,NA,NA,NA,"EMOTION","NHS-R21",28
"ANY","null",0.3382,0,2,0.0052,"EMOTION","NHS-R23",18
"ANY","nhs",3,NA,NA,NA,"EMOTION","NHS-R23",18
"ANY","null",4.4444,1,9,0.6816,"EMOTION","NHS-R24",51
"ANY","nhs",4,NA,NA,NA,"EMOTION","NHS-R24",51
"ANY","null",2.4148,0,6,0.5924,"EMOTION","NHS-R25",68
"ANY","nhs",2,NA,NA,NA,"EMOTION","NHS-R25",68
"ANY","null",1.7098,0,4,0.1564,"EMOTION","NHS-R26",25
"ANY","nhs",4,NA,NA,NA,"EMOTION","NHS-R26",25
"ANY","null",0.4658,0,2,0.1548,"EMOTION","NHS-R27",18
"ANY","nhs",2,NA,NA,NA,"EMOTION","NHS-R27",18
"ANY","null",6.0392,2,11,0.0696,"EMOTION","NHS-R28",12
"ANY","nhs",11,NA,NA,NA,"EMOTION","NHS-R28",12
"ANY","null",24.0346,17,32,0.022,"EMOTION","NHS-R30",114
"ANY","nhs",34,NA,NA,NA,"EMOTION","NHS-R30",114
"ANY","null",0.1712,0,1,0.3192,"RITUAL","NHS-R01",28
"ANY","nhs",1,NA,NA,NA,"RITUAL","NHS-R01",28
"ANY","null",0.1718,0,1,0.3196,"RITUAL","NHS-R02",51
"ANY","nhs",1,NA,NA,NA,"RITUAL","NHS-R02",51
"ANY","null",1.5978,0,4,0.1328,"RITUAL","NHS-R04",19
"ANY","nhs",4,NA,NA,NA,"RITUAL","NHS-R04",19
"ANY","null",0.4454,0,2,0,"RITUAL","NHS-R05",27
"ANY","nhs",0,NA,NA,NA,"RITUAL","NHS-R05",27
"ANY","null",1.64,0,4,0,"RITUAL","NHS-R06",23
"ANY","nhs",0,NA,NA,NA,"RITUAL","NHS-R06",23
"ANY","null",0.215,0,1,0.3912,"RITUAL","NHS-R07",11
"ANY","nhs",1,NA,NA,NA,"RITUAL","NHS-R07",11
"ANY","null",6.3524,2,11,0.192,"RITUAL","NHS-R08",74
"ANY","nhs",10,NA,NA,NA,"RITUAL","NHS-R08",74
"ANY","null",2.1078,0,5,0.002,"RITUAL","NHS-R09",60
"ANY","nhs",8,NA,NA,NA,"RITUAL","NHS-R09",60
"ANY","null",0.5636,0,2,0.206,"RITUAL","NHS-R10",26
"ANY","nhs",2,NA,NA,NA,"RITUAL","NHS-R10",26
"ANY","null",0.2686,0,2,0,"RITUAL","NHS-R12",7
"ANY","nhs",0,NA,NA,NA,"RITUAL","NHS-R12",7
"ANY","null",0.2762,0,2,0.4908,"RITUAL","NHS-R15",6
"ANY","nhs",1,NA,NA,NA,"RITUAL","NHS-R15",6
"ANY","null",0.0814,0,1,0,"RITUAL","NHS-R16",22
"ANY","nhs",0,NA,NA,NA,"RITUAL","NHS-R16",22
"ANY","null",0.0918,0,1,0,"RITUAL","NHS-R17",14
"ANY","nhs",0,NA,NA,NA,"RITUAL","NHS-R17",14
"ANY","null",0.5568,0,2,0.2124,"RITUAL","NHS-R18",7
"ANY","nhs",2,NA,NA,NA,"RITUAL","NHS-R18",7
"ANY","null",6.9322,3,12,0.594,"RITUAL","NHS-R19",23
"ANY","nhs",6,NA,NA,NA,"RITUAL","NHS-R19",23
"ANY","null",1.5988,0,4,0.0056,"RITUAL","NHS-R20",11
"ANY","nhs",6,NA,NA,NA,"RITUAL","NHS-R20",11
"ANY","null",4.2264,1,8,0,"RITUAL","NHS-R21",28
"ANY","nhs",14,NA,NA,NA,"RITUAL","NHS-R21",28
"ANY","null",0.9488,0,3,0,"RITUAL","NHS-R23",18
"ANY","nhs",9,NA,NA,NA,"RITUAL","NHS-R23",18
"ANY","null",0.572,0,2,0.926,"RITUAL","NHS-R24",51
"ANY","nhs",1,NA,NA,NA,"RITUAL","NHS-R24",51
"ANY","null",13.5896,7,21,0,"RITUAL","NHS-R25",68
"ANY","nhs",45,NA,NA,NA,"RITUAL","NHS-R25",68
"ANY","null",2.0918,0,5,0,"RITUAL","NHS-R26",25
"ANY","nhs",0,NA,NA,NA,"RITUAL","NHS-R26",25
"ANY","null",1.4994,0,4,0.8904,"RITUAL","NHS-R27",18
"ANY","nhs",2,NA,NA,NA,"RITUAL","NHS-R27",18
"ANY","null",0.0776,0,1,0,"RITUAL","NHS-R28",12
"ANY","nhs",0,NA,NA,NA,"RITUAL","NHS-R28",12
"ANY","null",18.7312,12,27,0.41,"RITUAL","NHS-R30",114
"ANY","nhs",16,NA,NA,NA,"RITUAL","NHS-R30",114
