song,duration,number_of_distinct_voices,mean_interval,modal_interval,distance_btwn_modal_intervals,modal_interval_prevalence,rel_strength_modal_intervals,common_intervals_count,amount_of_arpeggiation,stepwise_motion,melodic_thirds,direction_of_motion,duration_of_melodic_arcs,size_of_melodic_arcs,modal_pitch_prev,modal_pitchcls_prev,rel_strength_top_pitches,rel_strength_top_pitchcls,interval_btwn_strongest_pitches,interval_btwn_strongest_pitchcls,number_of_common_pitches,pitch_variety,pitch_class_variety,range,note_density,average_note_duration,maximum_note_duration,minimum_note_duration,variability_of_note_duration,initial_tempo,quality,tonal_certainty_metrics_0,tonal_certainty_metrics_1,tonal_certainty_metrics_2,tonal_certainty_metrics_3,tonal_certainty_metrics_4,tonal_certainty_metrics_5,tonal_certainty_metrics_6,tonal_certainty_metrics_7,tonal_certainty_metrics_8,tonal_certainty_metrics_9,tonal_certainty_metrics_10,tonal_certainty_metrics_11,tonal_certainty_metrics_12,tonal_certainty_metrics_13,tonal_certainty_metrics_14,tonal_certainty_metrics_15,tonal_certainty_metrics_16,tonal_certainty_metrics_17,tonal_certainty_metrics_18,tonal_certainty_metrics_19,tonal_certainty_metrics_20,tonal_certainty_metrics_21,tonal_certainty_metrics_22,tonal_certainty_metrics_23,class,key1,key2,key3,key4,key5,melodic_interval_histogram_0,melodic_interval_histogram_1,melodic_interval_histogram_2,melodic_interval_histogram_3,melodic_interval_histogram_4,melodic_interval_histogram_5,melodic_interval_histogram_6,melodic_interval_histogram_7,melodic_interval_histogram_8,melodic_interval_histogram_9,melodic_interval_histogram_10,melodic_interval_histogram_11,melodic_interval_histogram_12,melodic_interval_histogram_13,melodic_interval_histogram_14,melodic_interval_histogram_16,melodic_interval_histogram_17
88,92.561996,1,1.8584906,0,2,.38679245,.73170733,3,.48113209,.35849056,.061320756,.41538462,1.2037038,3.6018519,.36475411,.36475411,.71910113,.71910113,3,3,4,7,7,8,2.636071,.3295832,1.6191603,.26986006,.22395559,111.16873,1,.82774842,.60377586,.51896691,.42919919,.32298604,.31307849,.14561053,.095864743,.066888236,.044869825,.011931631,-.035187725,-.045812149,-.058172192,-.065644719,-.15114065,-.17797816,-.20638485,-.33326679,-.34757516,-.37005827,-.51711857,-.51738912,-.55519152,,12,8,3,17,0,.38679245,.075471699,.28301886,.061320756,0,.16037735,0,.033018868,0,0,0,0,0,0,0,0,0
89,126.427,2,2.319797,0,3,.24873096,.95918369,5,.55837566,.2538071,.30964467,.60135138,3.1489363,9.638298,.26102942,.26102942,.87323946,.87323946,2,2,4,6,6,10,4.3028784,.23987052,1.4625231,.081251286,.17146905,184.61246,1,.70312357,.44502479,.40135118,.38470504,.34421441,.34035331,.28140172,.21721669,.1946011,.11931864,-.0080006616,-.091324255,-.11014487,-.12669881,-.1484063,-.17865349,-.20899452,-.22671422,-.34239057,-.34524095,-.34671113,-.41620997,-.4218168,-.46000388,,16,4,9,7,13,.24873096,.12690355,.12690355,.23857868,.071065992,.18781726,0,0,0,0,0,0,0,0,0,0,0
90,185.494,1,2.8636363,0,3,.40909091,.66666669,3,.95454544,0,.46969697,.30769232,1.95,9.1000004,.35365853,.36585367,.75862068,.83333331,3,8,3,8,6,17,.44206282,2.0352426,12.037959,.13679498,2.5816369,109.65314,0,.89001632,.60540712,.54240143,.49459103,.43838775,.31108761,.16130544,.11413123,.0086958464,-.02621139,-.036105458,-.037057742,-.085340895,-.094206117,-.13961019,-.17861576,-.23654555,-.29448614,-.31324187,-.31633905,-.37050986,-.42981902,-.49759981,-.51033491,,8,12,20,17,3,.40909091,0,0,.27272728,.1969697,.015151516,0,.060606062,0,0,0,0,0,0,0,.015151516,.030303031
91,292.66501,2,1.6457812,0,2,.42940685,.66731519,4,.57560569,.3283208,.12781955,.36057693,1.7405858,4.9456067,.12252747,.15604396,.97309417,.80281693,5,5,3,26,12,26,5.4430833,.25670105,2.4187191,.080623969,.19514574,186.04889,0,.5233984,.40646291,.36173046,.24235122,.1890835,.17810245,.10493934,.10151501,.09895464,.075956374,.060054347,-.008060324,-.031622712,-.052254573,-.1005605,-.11697754,-.14757352,-.1988001,-.20344529,-.22953011,-.24741387,-.31814316,-.33071619,-.35745072,,1,18,6,13,2,.42940685,.041771095,.28654972,.10025062,.027568921,.091896407,.0033416876,.01754386,0,.0008354219,0,0,.0008354219,0,0,0,0
92,106.436,1,1.3388889,0,2,.40555555,.89041096,3,.46944445,.46666667,.063888893,.47663552,2,4.4859815,.35714287,.35978836,.50370371,.56617647,2,2,3,12,8,17,3.55143,.25992659,1.1353173,.070957333,.15314992,105.69732,1,.68010497,.648184,.56000519,.525617,.49438578,.38301039,.31886309,.22717197,.21584266,.16314223,.10148568,.067191228,.018611589,-.10910804,-.1814955,-.24976568,-.30432546,-.34996954,-.48297766,-.4838824,-.52403605,-.52808946,-.57889926,-.61106682,,16,4,23,9,2,.40555555,.10555556,.3611111,.063888893,0,.063888893,0,0,0,0,0,0,0,0,0,0,0
93,158.927,1,1.3700305,0,3,.52599388,.64534885,2,.88990825,.09785933,.36391437,.5032258,1.8235294,5.1882353,.49725273,.49725273,.46408841,.46408841,3,3,4,7,7,7,2.2903597,.40171608,2.3632267,.29540333,.27078342,101.55606,1,.77199268,.58253247,.32975495,.30363321,.26883912,.20780958,.19727378,.094556004,.068699874,-.0039245398,-.006971777,-.021630498,-.085204929,-.08546257,-.1602767,-.1773354,-.2245072,-.23678905,-.25985894,-.27452454,-.28443918,-.29677027,-.33705363,-.37034246,,18,6,11,15,2,.52599388,.0091743115,.088685013,.33944955,.024464833,.0061162082,.0061162082,0,0,0,0,0,0,0,0,0,0
94,68.782997,1,2.4666667,2,1,.49166667,.33898306,4,.42500001,.50833333,.26666668,.45714286,1.8103448,4.9310346,.33064517,.38709676,.85365856,.72916669,2,10,4,9,8,15,1.8027711,.54124266,4.2914872,.11920797,.59701306,125.83051,1,.68190253,.47564784,.38304931,.37331876,.32241264,.30975482,.25510669,.24742489,.22031935,.11012311,-.041808851,-.044697337,-.093883671,-.12548219,-.13367604,-.14043197,-.15636946,-.20793143,-.33313146,-.33646905,-.39882696,-.45023429,-.45686039,-.4592568,,12,0,5,8,17,.125,.016666668,.49166667,.16666667,.1,.06666667,0,.033333335,0,0,0,0,0,0,0,0,0
95,47.497002,1,1.4761904,2,2,.47619048,.60000002,4,.38095239,.61904764,.095238097,.2,3.75,6.5,.38461539,.38461539,.60000002,.60000002,4,4,4,5,5,7,.54740298,1.7473813,4.1301737,.4589082,1.055483,43.581699,0,.58756042,.53878152,.45019561,.39373592,.23985387,.20688897,.19113843,.18240671,.18052204,.17134693,.14365771,.039463364,-.081197836,-.12543693,-.1303988,-.14632337,-.21741833,-.2287941,-.2315155,-.32634288,-.41834646,-.44251031,-.46298748,-.51427948,,1,17,22,8,5,.2857143,.14285715,.47619048,0,.095238097,0,0,0,0,0,0,0,0,0,0,0,0
96,98.499001,1,2.6722221,0,3,.43888888,.59493673,3,.83333331,.1,.28333333,.24752475,2.1956522,10.195652,.27722773,.41584158,.78571427,.80952382,3,9,6,7,4,17,2.0507822,.44788691,1.4592445,.18240556,.26739714,82.234337,0,.81488979,.5272212,.50919652,.41476411,.35961744,.34035221,.26402363,.23474014,.13042226,.023178052,-.0057284837,-.036918614,-.081731729,-.12253442,-.15563597,-.16281833,-.19651984,-.19834419,-.23121521,-.39612284,-.47471443,-.47592026,-.53734505,-.54285592,,23,2,7,16,11,.43888888,0,.1,.26111111,.022222223,0,0,.06666667,0,.06666667,0,0,.044444446,0,0,0,0
97,135.614,1,1.6860465,2,2,.51162791,.46212122,3,.3488372,.64728683,.07751938,.33502537,2.525641,5.5384617,.21851853,.21851853,.96610171,.96610171,2,2,5,7,7,9,1.9909449,.5022741,2.6418312,.1100763,.44710341,68.13456,1,.84394735,.71401012,.57037497,.40282086,.39785075,.3710289,.36171085,.35452506,.27850834,.20642254,.20120555,.018726781,-.13474952,-.14404027,-.15039366,-.26194429,-.27083206,-.46335626,-.47254062,-.52229923,-.53385073,-.54132706,-.54429233,-.68150604,,23,11,4,18,9,.2364341,.13565892,.51162791,.050387599,.027131783,0,.003875969,.034883723,0,0,0,0,0,0,0,0,0
98,180.991,1,1.9640288,0,2,.33093524,.73913044,4,.61151081,.28057554,.2769784,.44086021,1.5897436,4.6495728,.36082473,.36082473,.7904762,.7904762,2,2,4,6,6,8,1.6078148,.61495811,1.6305496,.20381869,.29579943,73.594818,0,.75841475,.68129075,.53142655,.40446585,.30924258,.30688846,.21887384,.21616265,.18687072,.17997791,.012664364,.0057349387,-.02344081,-.033566169,-.2019684,-.22072409,-.22204572,-.24052152,-.25771445,-.39370945,-.50887686,-.55080503,-.56964731,-.58899361,,23,2,7,9,21,.33093524,.035971224,.24460432,.23381294,.043165468,.10791367,0,.0035971224,0,0,0,0,0,0,0,0,0
99,43.858002,1,1.1578947,0,2,.51127821,.44117647,3,.64661652,.33834586,.12781955,.56923079,1.8055556,4.1666665,.20979021,.20979021,.93333334,.93333334,5,5,5,10,10,11,3.2605226,.28425789,.53485364,.089142278,.1304853,168.27032,0,.80621213,.55747628,.53673333,.50591713,.43905884,.40003219,.33852401,.22290914,.20651759,.13679478,.11157481,-.040978894,-.064054988,-.07155776,-.12291664,-.27881679,-.3098312,-.37640464,-.42907315,-.43038857,-.46135715,-.52825212,-.56288368,-.58523464,,15,3,20,8,6,.51127821,.11278196,.22556391,.067669176,.060150377,.0075187972,0,.0075187972,.0075187972,0,0,0,0,0,0,0,0
100,46.129002,1,1.1153846,0,2,.65384614,.22352941,3,.84615386,.14615385,.17692308,.35555556,1.5517242,4.4827585,.31788081,.31788081,.89583331,.89583331,7,5,4,4,4,7,3.2734289,.2595107,.70605612,.11767602,.1102884,127.46862,1,.88883561,.65522718,.53227812,.45927218,.38558555,.28070292,.270825,.24781962,.2256806,.18708329,.098522775,-.046263047,-.15048286,-.18858528,-.21671681,-.21806407,-.31122711,-.32908043,-.35284677,-.37786126,-.39634243,-.5110535,-.56441563,-.56889355,,19,7,10,14,2,.65384614,0,.14615385,.030769231,.14615385,.0076923077,0,.015384615,0,0,0,0,0,0,0,0,0
101,28.714001,1,1.64,0,2,.51999998,.38461539,4,.68000001,.2,.12,.33333334,1.5,4.8125,.30769232,.30769232,1,1,5,5,3,5,5,9,1.8109633,.55219233,.89731252,.44865626,.18903011,66.866341,1,.76744485,.60089999,.57285726,.53567934,.48106787,.46037117,.38993281,.15705229,.15648165,.14887315,.12604763,.059282962,-.0086960932,-.12348452,-.15584761,-.2650297,-.27114418,-.32158151,-.42671052,-.56350684,-.56837666,-.56975049,-.57070154,-.61116141,,12,5,17,3,0,.51999998,0,.2,.12,0,.12,0,.039999999,0,0,0,0,0,0,0,0,0
102,210.03999,1,1.5503597,2,2,.40647483,.95575219,3,.56115109,.41007194,.16546762,.3764706,1.7346939,4.3571429,.25401929,.25401929,.78481013,.78481013,2,2,5,8,7,12,1.4806703,.5002315,2.1359999,.178,.37781626,84.269661,0,.81285805,.74011308,.63254863,.61933815,.44454372,.37586156,.303224,.28755787,.28447881,.24119677,.10792569,-.0073242178,-.059232838,-.14567512,-.2065884,-.20949812,-.23003927,-.35120711,-.47140396,-.4804633,-.5983125,-.67923629,-.68283945,-.72782576,,9,4,18,13,11,.38848922,.0035971224,.40647483,.13309352,.032374099,.025179856,0,.0071942448,.0035971224,0,0,0,0,0,0,0,0
103,79.536003,1,1.5080092,0,2,.47139588,.60194176,2,.64073229,.33867276,.11899313,.42424244,2.2211537,6.25,.24888889,.33333334,.8214286,.74666667,5,5,5,10,7,16,5.6578155,.17261223,.46512282,.077520467,.10495558,193.49728,0,.86474776,.80820876,.58025968,.54841298,.4824363,.38683647,.3695989,.23946419,.21081054,.089903474,.063929021,.039967552,-.020380424,-.18530244,-.21620591,-.32615232,-.37503499,-.38157958,-.43187851,-.4665395,-.48377699,-.53905362,-.60868806,-.64998323,,5,0,12,21,17,.47139588,.05491991,.28375286,.045766592,.073226541,.020594966,0,.050343249,0,0,0,0,0,0,0,0,0
104,138.97701,1,.68269229,0,2,.58653843,.44262296,3,.59134614,.40865386,.0048076925,.47093022,1.4576272,2.381356,.50232559,.50232559,.4537037,.4537037,2,2,3,6,6,7,3.0940371,.319498,4.3803639,.099553727,.3101387,150.67241,0,.63648647,.5951767,.51479948,.49489012,.24523778,.24098708,.19683598,.14675574,.1223808,.09475749,.070521489,.067303725,.0064137406,-.16790815,-.22436848,-.26795796,-.27564183,-.29263183,-.30223092,-.30250371,-.32677272,-.36812124,-.42244434,-.48196539,,5,17,10,14,3,.58653843,.14903846,.25961539,.0048076925,0,0,0,0,0,0,0,0,0,0,0,0,0
105,94.403999,1,1.5767195,0,1,.30158731,.80701756,4,.53439152,.46560848,.23280424,.41666666,1.8082192,4.0273972,.35960591,.35960591,.78082192,.78082192,3,9,3,4,4,7,2.1503327,.41786593,1.368174,.15201932,.24660252,65.781113,1,.78473657,.56864762,.35866258,.32749686,.30190891,.13964593,.13805018,.10728108,.091428675,.06223895,.038395882,-.018332651,-.058721509,-.07357388,-.11794484,-.13479942,-.14422688,-.16013853,-.26088375,-.31977242,-.33351067,-.34570014,-.45552343,-.49536511,,23,7,11,2,16,.30158731,.24338624,.22222222,.042328041,.19047619,0,0,0,0,0,0,0,0,0,0,0,0
106,47.244999,1,4.0869565,7,7,.34782609,.5,4,.65217394,.17391305,.13043478,.36842105,1.5833334,7.6875,.42307693,.42307693,.72727275,.72727275,7,5,4,4,4,7,2.2012911,.42817086,.543046,.271523,.13414523,110.48788,1,.81457126,.78578264,.51023716,.47902149,.36875296,.35458204,.29833138,.27385396,.19759265,.15708904,.14246826,-.089002281,-.19761315,-.22754996,-.24138346,-.26698634,-.27498147,-.31052908,-.40241167,-.41480842,-.41570815,-.49421051,-.52184671,-.52525157,,23,11,6,18,4,.17391305,0,.17391305,.086956523,.043478262,.17391305,0,.34782609,0,0,0,0,0,0,0,0,0
107,37.290001,1,3.5,0,7,.5,1,2,1,0,0,.56666666,1.2,8.1199999,.73846155,.73846155,.35416666,.35416666,7,7,2,2,2,7,1.7430947,.57369232,3.2815199,.29832,.58343124,100.56316,0,.75007135,.72836238,.42182666,.40827173,.26445374,.25323841,.19196472,.13963072,.076237813,.061041139,.0060841879,-.091439605,-.10393644,-.1803278,-.18916194,-.25803983,-.26232871,-.27734265,-.3046689,-.31224123,-.31231388,-.32052433,-.34067577,-.34818172,,4,16,13,9,21,.5,0,0,0,0,0,0,.5,0,0,0,0,0,0,0,0,0
108,92.622002,3,.83065951,0,1,.60606062,.25294119,3,.70944744,.27807486,.099821746,.34959349,1.5279503,3.1987576,.27178729,.42983752,.58152175,.35738832,12,4,4,22,12,21,6.8234329,.3585228,1.1249635,.09374696,.07564602,160.00519,0,.84568703,.71034652,.45781356,.42018673,.34967303,.30835721,.26357412,.15449169,.0953224,.051231761,.016008422,-.10174736,-.13696058,-.17863534,-.18464465,-.25677207,-.29886454,-.30264747,-.32586053,-.32588458,-.34269971,-.34970695,-.40925333,-.45901534,,1,13,22,6,17,.60606062,.15329768,.12477718,.071301244,.028520498,.0071301246,.0017825312,.0035650623,.0035650623,0,0,0,0,0,0,0,0
109,18.844,1,4.3548388,2,3,.32258064,.89999998,4,.38709676,.32258064,.16129032,.67741936,1.55,6.5999999,.3125,.3125,.80000001,.80000001,2,2,4,6,5,12,1.6981533,.588875,.87646514,.21911629,.24150985,68.456802,0,.81177467,.64746791,.62670249,.51804185,.50535589,.45871401,.30029222,.28373435,.25452909,.057739109,.0046524648,.0029049071,-.0004895911,-.10686391,-.15726759,-.16420884,-.34546039,-.37808713,-.41213778,-.46612334,-.57406181,-.60119128,-.61052006,-.65549719,,1,8,22,13,6,0,0,.32258064,.16129032,0,.29032257,0,.16129032,0,0,.064516127,0,0,0,0,0,0
110,164.062,1,2.1017613,0,2,.48336595,.35627529,3,.74168295,.17221135,.18003914,.32196969,1.8333334,7.4097223,.23869801,.41048825,.719697,.33039647,12,5,4,17,12,18,3.370677,.27272716,1.6217002,.067570843,.15699616,221.98924,0,.83217162,.65346181,.621306,.55291343,.39875662,.25629315,.13967422,.11679579,.11342366,.069063187,-.0091417348,-.034715969,-.14071989,-.215829,-.22935838,-.2526263,-.26154855,-.27210519,-.30347469,-.36133137,-.39979342,-.41065904,-.42611536,-.43644065,,5,17,10,14,22,.48336595,0,.17221135,.14872798,.031311154,.080234833,.0019569471,.037181996,0,.0039138943,.0078277886,0,.033268102,0,0,0,0
111,83.588997,1,2.0153847,0,3,.38461539,.69999999,4,.69230771,.16153847,.30769232,.41249999,1.3333334,4.2833333,.63698632,.63698632,.31182796,.31182796,3,3,3,5,5,10,1.7466413,.51527464,2.476711,.30958888,.38565198,96.902702,1,.86173642,.53449041,.44098389,.37264672,.31319863,.30561331,.26873481,.087357268,.043024871,-.0092814863,-.018584553,-.030878616,-.057309981,-.093645625,-.13206553,-.1759555,-.19562253,-.21484952,-.22373748,-.33783418,-.41370785,-.43663484,-.43964314,-.44803542,,16,4,0,7,21,.38461539,0,.16153847,.26923078,.03846154,.14615385,0,0,0,0,0,0,0,0,0,0,0
112,135.737,1,.29764453,0,4,.94004285,.029612755,1,.96788007,.0042826552,.02783726,.42857143,1.4,6.6999998,.80961925,.80961925,.14356436,.14356436,4,8,2,4,4,9,3.6762269,.26263809,2.7303419,.097512215,.23099075,153.82689,0,.76931185,.65594691,.48265055,.38058138,.24921329,.23992956,.22050095,.14927043,.0037280649,-.033833206,-.042364586,-.08448071,-.11138206,-.13615637,-.15238407,-.22153576,-.22301635,-.27164078,-.27195933,-.29001623,-.29610631,-.31602627,-.34849238,-.35173854,,10,22,19,3,14,.94004285,.0042826552,0,0,.02783726,.017130621,0,0,0,.010706638,0,0,0,0,0,0,0
113,33.202999,1,2.139535,2,2,.41860464,.58333331,3,.53488374,.41860464,.24418604,.36923078,1.5853659,4.3658538,.27272728,.27272728,1,1,5,7,4,5,5,9,2.650363,.29749191,1.2770385,.10641987,.2541292,93.967415,0,.79055488,.74290687,.62503165,.4853107,.41058919,.37598228,.33024314,.31579787,.21221264,.074122481,.040155202,.0039802413,-.081462353,-.087676801,-.1949041,-.20738506,-.38747704,-.39945123,-.39978841,-.46882394,-.47267875,-.55843788,-.57006317,-.57873851,,11,4,23,16,13,.24418604,0,.41860464,.23255815,.011627907,.046511628,0,.046511628,0,0,0,0,0,0,0,0,0
114,74.488998,1,1.3168317,0,2,.44554454,.91111112,2,.57425743,.41584158,.12871288,.4107143,1.6969697,3.969697,.59292036,.59292036,.43283582,.43283582,2,2,2,6,6,8,1.5170025,.65919471,1.3897202,.27794403,.33659616,53.967701,0,.68084741,.63185698,.45747703,.44072607,.25187808,.17119077,.13500151,.11390699,.091393411,.052265331,.045554519,-.0051097143,-.070897289,-.11689243,-.15431497,-.19236754,-.21578178,-.25886431,-.2830826,-.3214539,-.3235209,-.32773972,-.39975342,-.40231952,,6,18,15,11,1,.44554454,.0099009899,.40594059,.069306932,.059405942,.0099009899,0,0,0,0,0,0,0,0,0,0,0
115,133.185,1,1.5425532,0,2,.4716312,.63909775,3,.64893615,.33333334,.14539006,.24832214,2.0985916,6.0704226,.29109588,.29109588,.85882354,.85882354,4,4,4,8,7,14,2.1924391,.39968666,6.5905981,.13730413,.54364461,109.24654,0,.90214288,.54809582,.54403615,.54176158,.49357641,.38196072,.20268658,.096998714,.064996518,.013291342,-.039564695,-.052359134,-.080317356,-.081482276,-.097936034,-.12185572,-.19247505,-.31368896,-.40223846,-.4183979,-.42741916,-.45161933,-.54991931,-.56027335,,5,14,17,21,0,.4716312,.031914894,.30141845,.11347517,.031914894,.017730497,0,0,0,0,0,.031914894,0,0,0,0,0
116,68.110001,2,2.2816455,2,1,.37341774,.67796612,3,.50949365,.42405063,.25632912,.22580644,2.8837209,8.2906981,.25274727,.32417583,.69565219,.62711865,2,7,4,11,7,19,5.344296,.27009699,1.1845218,.14806522,.15050219,101.30671,0,.7979874,.61778253,.58400863,.54303008,.46181956,.42261192,.29575136,.27794048,.19639997,.13118306,.12776895,.051518477,-.07332667,-.17027839,-.20556201,-.24256876,-.25379351,-.36664841,-.39719492,-.40208042,-.55229187,-.58223546,-.62083268,-.64098948,,3,8,12,10,22,.21518987,.050632913,.37341774,.25316456,.003164557,.0664557,0,0,0,0,.037974682,0,0,0,0,0,0
117,95.634003,1,2.2183907,2,2,.33333334,.82758623,3,.61494255,.33333334,.28160921,.48412699,1.880597,5.6865673,.12254902,.15196079,1,.87096775,7,1,4,16,11,17,2.1331325,.35647887,.74714065,.24904688,.12272713,120.45925,1,.5758096,.5088889,.39014119,.33196786,.26337907,.22948809,.16501671,.1066097,.10412746,.10017957,.05138427,.038324509,-.056682996,-.056752015,-.075683504,-.10591077,-.14274634,-.14700148,-.25246239,-.28693655,-.33119497,-.34301019,-.43804097,-.62889469,,22,6,1,17,11,.27586207,0,.33333334,.23563218,.045977011,.05172414,0,.057471264,0,0,0,0,0,0,0,0,0
118,190.722,1,.98008537,0,3,.7496444,.17836812,2,.96159315,.014224751,.18492177,.4375,1.7087379,6.5922332,.68578881,.7196871,.2243346,.23188406,3,3,3,8,5,20,4.0215602,.22005866,.4329671,.10824177,.067475066,138.57866,1,.83007449,.67488366,.34552157,.34442261,.29431972,.24657838,.24532036,.17537488,.094605654,.072223999,.049965318,-.092126049,-.13765784,-.16501179,-.17503937,-.20174462,-.24564202,-.26239184,-.28701076,-.33362541,-.34051776,-.34173915,-.37758771,-.41319641,,18,6,15,11,2,.7496444,0,.014224751,.13371266,.051209103,.024182077,0,.019914651,0,0,0,0,.0071123755,0,0,0,0
