song,duration,number_of_distinct_voices,mean_interval,modal_interval,distance_btwn_modal_intervals,modal_interval_prevalence,rel_strength_modal_intervals,common_intervals_count,amount_of_arpeggiation,stepwise_motion,melodic_thirds,direction_of_motion,duration_of_melodic_arcs,size_of_melodic_arcs,modal_pitch_prev,modal_pitchcls_prev,rel_strength_top_pitches,rel_strength_top_pitchcls,interval_btwn_strongest_pitches,interval_btwn_strongest_pitchcls,number_of_common_pitches,pitch_variety,pitch_class_variety,range,note_density,average_note_duration,maximum_note_duration,minimum_note_duration,variability_of_note_duration,initial_tempo,quality,tonal_certainty_metrics_0,tonal_certainty_metrics_1,tonal_certainty_metrics_2,tonal_certainty_metrics_3,tonal_certainty_metrics_4,tonal_certainty_metrics_5,tonal_certainty_metrics_6,tonal_certainty_metrics_7,tonal_certainty_metrics_8,tonal_certainty_metrics_9,tonal_certainty_metrics_10,tonal_certainty_metrics_11,tonal_certainty_metrics_12,tonal_certainty_metrics_13,tonal_certainty_metrics_14,tonal_certainty_metrics_15,tonal_certainty_metrics_16,tonal_certainty_metrics_17,tonal_certainty_metrics_18,tonal_certainty_metrics_19,tonal_certainty_metrics_20,tonal_certainty_metrics_21,tonal_certainty_metrics_22,tonal_certainty_metrics_23,key1,key2,key3,key4,key5,melodic_interval_histogram_0,melodic_interval_histogram_1,melodic_interval_histogram_2,melodic_interval_histogram_3,melodic_interval_histogram_4,melodic_interval_histogram_5,melodic_interval_histogram_6,melodic_interval_histogram_7,melodic_interval_histogram_8,melodic_interval_histogram_9,melodic_interval_histogram_10,melodic_interval_histogram_11,melodic_interval_histogram_12,melodic_interval_histogram_13,melodic_interval_histogram_14,melodic_interval_histogram_16,melodic_interval_histogram_17
41,93.079002,2,1.1474359,2,2,.41666666,.96923077,3,.41987181,.57051283,0,.3548387,1.9375,3.6354167,.24418604,.24418604,.78571427,.85714287,5,5,5,11,9,14,3.6957853,.47289291,2.0456922,.085237183,.35869747,117.31969,0,.71926039,.67378485,.60472977,.59271753,.47265461,.41450834,.34858108,.33631265,.23133551,.21354501,.15692686,.002188564,-.091910489,-.11510351,-.12606075,-.2725825,-.42877415,-.47213095,-.48186222,-.4969959,-.49745199,-.58713567,-.59326977,-.60326719,5,21,0,15,11,.40384614,.15384616,.41666666,0,0,.009615385,0,.01602564,0,0,0,0,0,0,0,0,0
42,161.96201,2,5.4741936,4,3,.40967742,.86220473,3,.91612905,0,.50645161,.51111114,1.2367865,7.1374207,.19777159,.39275765,.98591548,.75177306,12,4,6,9,4,26,4.4331388,.36565095,.82214212,.27404737,.13088506,109.47012,1,.8956666,.60590655,.56465203,.42925438,.3200545,.29770198,.23692553,.23321599,.20747802,.17405014,.071128853,.044773553,-.16398168,-.17034939,-.17209463,-.19970708,-.26597258,-.3376309,-.34040871,-.38320827,-.38674587,-.5084976,-.57541919,-.57679218,16,2,15,18,1,.056451611,0,0,.096774191,.40967742,.011290323,0,.3532258,0,0,0,0,0,0,.072580643,0,0
43,91.521004,1,2.1216216,2,1,.47297296,.48571429,3,.50675678,.48648649,.25675675,.48305085,2.3599999,6.1199999,.20481928,.22289157,.85294116,.91891891,3,9,5,9,6,17,1.8137914,.4985047,1.2351012,.12351012,.2948114,121.44754,0,.8564648,.7787745,.76005113,.6626789,.31524035,.31056303,.31037635,.24416673,.19792028,.1436781,.082612306,.07375671,-.13140959,-.16866672,-.18250827,-.21233176,-.23854518,-.36401543,-.37165177,-.37381279,-.60486329,-.68793911,-.69553363,-.70500559,13,17,0,21,6,.2027027,.013513514,.47297296,.22972973,.027027028,.0067567569,0,.047297295,0,0,0,0,0,0,0,0,0
44,55.119999,1,1.8993288,2,2,.38255033,.91228068,3,.44966444,.4295302,.080536909,.39175257,2.5526316,7.3157897,.33986929,.33986929,.51923078,.75,2,2,4,8,7,14,2.7757621,.35253051,.94626611,.23656653,.16698813,126.81422,0,.70804536,.63642687,.57652801,.50721806,.40705827,.38826567,.33675665,.26680836,.26439372,.17735994,.067038156,.054133195,-.031462722,-.10061947,-.20721337,-.2452361,-.34384453,-.44185781,-.44204718,-.45776629,-.50085694,-.50349563,-.53581315,-.57981902,1,13,14,8,23,.3489933,.046979867,.38255033,.080536909,0,.10067114,0,.006711409,.020134227,0,.013422819,0,0,0,0,0,0
45,144.955,1,2.1880343,0,2,.29914531,.87142855,4,.47435898,.33333334,.16239317,.41463414,1.4513274,4.4424777,.32499999,.32916668,.85897434,.98734176,5,7,4,11,10,14,1.6556863,.60397917,3.6352351,.1136011,.69230163,66.020493,1,.80354422,.79069436,.41640621,.38983509,.37400565,.27371716,.26551598,.23919742,.22948536,.15168232,.12658407,-.097458996,-.1264279,-.23601566,-.25592092,-.26619509,-.26705462,-.30605114,-.34494409,-.35921881,-.38628075,-.45865032,-.46382508,-.49262449,23,10,20,1,13,.29914531,.072649576,.26068377,.13247864,.02991453,.1923077,0,.004273504,0,0,.008547009,0,0,0,0,0,0
46,170.392,1,1.876652,0,2,.43171805,.6122449,3,.62114537,.26431718,.15418503,.36434108,1.6125,5.3000002,.23829786,.34893617,.96428573,.68292683,3,3,5,6,5,14,1.3791727,.71440953,1.2528824,.62644118,.21764319,47.889572,0,.84333402,.77263415,.69535893,.54547656,.3598468,.31181037,.2994794,.19730531,.15210868,.082449563,-.0073857279,-.015510719,-.0497103,-.12424123,-.13174784,-.21859908,-.2801533,-.34413177,-.37129709,-.42909765,-.53163111,-.54353154,-.59001631,-.62275016,1,21,5,11,14,.43171805,0,.26431718,.088105731,.066079296,.11453745,0,.035242289,0,0,0,0,0,0,0,0,0
47,40.021999,2,1.2243589,0,2,.48717949,.67105263,3,.66666669,.32692307,.17948718,.5,1.6326531,3.7755103,.203125,.30208334,.92307693,.96551722,4,8,6,8,4,19,4.7973614,.27407041,.74114817,.12352469,.10427161,121.43321,1,.81567669,.59285265,.5581966,.49436262,.32880887,.29612547,.2900295,.26455602,.26152045,.18341264,.033614542,.0043092039,-.091826595,-.15623786,-.17825738,-.19291076,-.30276623,-.31452906,-.36188391,-.37451589,-.43711275,-.53842747,-.57489729,-.60010004,6,18,4,7,23,.48717949,0,.32692307,.17948718,0,.006410256,0,0,0,0,0,0,0,0,0,0,0
48,55.563999,1,2.7160494,2,10,.8888889,.083333336,1,.11111111,.8888889,.012345679,.5316456,1.7173913,4.521739,.41379312,.41379312,.6388889,.77777779,2,2,3,4,3,12,1.565762,.63866669,1.8835254,.23544067,.46531156,63.710316,0,.57873988,.50778204,.45580655,.36735341,.2712374,.229683,.18092094,.18043105,.15657669,.13502724,.13170402,.1231091,-.099001192,-.1645321,-.1903473,-.1938874,-.1950379,-.19666213,-.32648391,-.34439981,-.37745237,-.39436832,-.4039551,-.43224385,7,23,2,16,11,.024691358,0,.8888889,0,.012345679,0,0,0,0,0,0,0,.074074075,0,0,0,0
49,101.736,1,3.0754716,4,3,.28930819,.82608694,3,.56603771,.3144654,.43396226,.39864865,1.804878,5.9024391,.28248587,.28248587,.57999998,.72000003,3,5,5,10,8,13,1.7397971,.51143658,1.660996,.2076245,.27120864,72.245811,1,.77600181,.65051794,.57632637,.31408045,.25770673,.22858436,.20471495,.099134646,.079663523,.057081066,-.074993953,-.076285213,-.081990771,-.12959346,-.14770235,-.21138696,-.21317138,-.21649037,-.22841689,-.25663099,-.35431355,-.38905671,-.41905496,-.44472429,23,9,13,7,11,.069182388,.2389937,.075471699,.1446541,.28930819,.075471699,.03773585,.062893085,.006289308,0,0,0,0,0,0,0,0
50,100.692,1,1.5535715,3,3,.51785713,.93103451,2,1,0,.51785713,.50344825,1.074074,3.2,.64238411,.64238411,.556701,.556701,3,9,2,2,2,3,2.9992452,.29487705,1.0827097,.13533871,.10800859,110.83304,1,.75968099,.63392615,.47948429,.46523288,.12681523,.12408911,.085022293,.061514661,.039045628,.037620354,-.035342,-.035606146,-.068453982,-.081903115,-.087048545,-.090285547,-.12033681,-.1575229,-.27414963,-.2916286,-.35900995,-.40257621,-.40368503,-.40488309,1,18,11,15,17,.48214287,0,0,.51785713,0,0,0,0,0,0,0,0,0,0,0,0,0
51,32.615002,1,1.054054,0,1,.54054052,.30000001,4,.72972971,.27027026,.16216215,.58823532,1.2592592,2.7777777,.29268292,.29268292,.83333331,.83333331,5,5,4,5,5,7,2.5141807,.37249032,1.0353968,.1294246,.17433433,115.89759,0,.60442036,.58840656,.48824626,.46738568,.41573203,.4155764,.29733986,.21500188,.15636669,.13097049,.060369577,.036410213,-.063769653,-.092373326,-.13185181,-.22371162,-.25418705,-.39618957,-.39815748,-.40462121,-.40501896,-.40959013,-.484698,-.61205721,5,14,13,6,23,.54054052,.16216215,.10810811,.16216215,0,0,0,.027027028,0,0,0,0,0,0,0,0,0
52,86.417,1,1.247619,0,2,.48095238,.86138612,3,.58571428,.41428572,.10476191,.40366971,1.2528735,2.9885058,.40552995,.40552995,.96590906,.96590906,2,2,3,3,3,4,2.51108,.39823502,1.0136892,.25342229,.19245003,118.37949,1,.48011905,.47877404,.4311021,.39980763,.33379373,.29454124,.19343421,.18517965,.18500273,.16371685,.065615654,.058554363,-.0443132,-.082835257,-.13642836,-.15684816,-.20197219,-.23342314,-.30961215,-.37272266,-.39172539,-.4119468,-.44372204,-.48409194,3,17,12,7,23,.48095238,0,.41428572,0,.10476191,0,0,0,0,0,0,0,0,0,0,0,0
53,151.10201,1,.50612247,0,3,.84081632,.13592233,2,.95510203,.020408163,.11428571,.41025642,1.5599999,4.8400002,.65789473,.65789473,.47428572,.47428572,3,3,2,4,4,8,1.7604003,.56805265,5.4653916,.16074681,.89638472,93.314453,0,.69487631,.62543422,.58111304,.45571828,.20674543,.1498623,.14937121,.058266968,-.01174331,-.025397573,-.029233927,-.052879777,-.083601817,-.12999071,-.13078992,-.18989827,-.20720629,-.21078356,-.23897022,-.28225166,-.29734153,-.33341512,-.34544387,-.35244021,20,6,5,13,10,.84081632,0,.020408163,.11428571,0,.024489796,0,0,0,0,0,0,0,0,0,0,0
54,179.01601,1,.99130434,0,2,.55652171,.46875,3,.59420288,.36231884,.031884059,.27450982,2.283582,4.9104476,.28184283,.28184283,.81730771,.81730771,2,2,4,10,9,13,2.0612683,.48150876,2.6785436,.22321197,.2494594,67.200699,0,.79949313,.5483256,.53869075,.50953645,.47821575,.41001186,.34245926,.26145163,.11370187,.097048827,.087851249,.074815787,-.0066305189,-.20438273,-.21657149,-.2286016,-.26955587,-.29213086,-.41934389,-.42654774,-.51349068,-.52545691,-.54889393,-.60999602,23,2,14,12,9,.55652171,.10144927,.26086956,.026086956,.0057971012,.04057971,0,.0057971012,.0028985511,0,0,0,0,0,0,0,0
55,139.771,1,1.6209151,1,2,.29738563,.85714287,4,.46732026,.5163399,.2647059,.54098362,1.6052631,3.2434211,.34293947,.34293947,.52941179,.52941179,1,1,5,8,8,10,2.4826324,.36127523,.77650553,.1294176,.15307811,115.90387,0,.80725598,.58674055,.36776304,.2812888,.26956519,.2102997,.15382525,.14155354,.091826342,.066918336,.065515734,.025075212,-.037866727,-.063819706,-.076581836,-.13911732,-.15347229,-.30804092,-.32720983,-.32946554,-.38825923,-.38931051,-.39252764,-.46195614,7,20,10,14,1,.20261438,.29738563,.21895425,.25490198,.0098039219,.016339868,0,0,0,0,0,0,0,0,0,0,0
56,55.006001,1,1.4833333,0,2,.58333331,.29523811,3,.66666669,.19444445,.050000001,.34666666,1.744186,6.0232558,.24468085,.35106382,.86956519,.71212119,5,7,4,13,9,20,3.417809,.27217218,.42640311,.10660078,.095999926,140.71193,0,.83441782,.74721581,.63906676,.50520992,.41646063,.38742769,.32794282,.28579271,.26761666,.09841875,.053386077,.0071236012,-.0021087921,-.10504469,-.18375129,-.31639588,-.40807688,-.40907985,-.46338928,-.48281744,-.52182305,-.52411187,-.57207823,-.58140188,14,9,22,0,19,.58333331,.022222223,.17222223,.044444446,.0055555562,.12222222,.011111111,.033333331,0,.0055555562,0,0,0,0,0,0,0
57,77.378998,1,1.1870503,0,2,.52517986,.53424656,3,.58992803,.41007194,.021582734,.18181819,2.75,6.5833335,.34931508,.34931508,.58823532,.58823532,3,9,4,7,7,10,1.8868169,.46076956,5.5270715,.15791632,.78644019,94.987015,0,.69887578,.58224833,.57733339,.45320281,.4268316,.40892655,.27891859,.22101635,.19242401,.16027783,.12034468,-.02084971,-.085977107,-.1088299,-.11048345,-.23894612,-.28983018,-.34530655,-.37218118,-.39446864,-.45951533,-.55076367,-.56236672,-.58088136,18,2,22,5,14,.52517986,.1294964,.28057554,.021582734,0,0,0,0,0,0,.043165468,0,0,0,0,0,0
58,134.90401,1,1.0967118,0,2,.55319148,.51748252,3,.68471956,.30367506,.12379111,.46551725,1.9333333,4.7083335,.30129391,.30129391,.77300614,.77300614,2,2,4,9,8,13,3.9954338,.24858791,.91512042,.076260038,.1098237,98.347717,0,.69970369,.67988187,.56931919,.52844423,.44717839,.40887016,.33021989,.28885365,.20361061,.17513186,.11086195,.11042393,-.07161025,-.090010136,-.21938789,-.22541174,-.27053308,-.35070971,-.44220233,-.48184651,-.53363216,-.57888603,-.59119588,-.69707364,23,1,17,10,11,.55319148,.017408123,.28626692,.10058027,.023210833,.011605416,0,.0077369441,0,0,0,0,0,0,0,0,0
59,82.485001,1,1.2833333,1,1,.57499999,.33333334,4,.23333333,.76666665,.10833333,.2857143,1.8103448,2.6379311,.49668875,.49668875,.40000001,.40000001,1,1,4,5,5,5,1.8306359,.43292668,1.0267842,.1711307,.30940977,87.652298,1,.52106857,.51845568,.46375516,.2389873,.21987091,.1783977,.11427221,.10396472,.077155553,.074107036,.067838132,.047077484,-.11490413,-.13232014,-.17104243,-.19843888,-.20223036,-.2278602,-.24698682,-.24728777,-.25330034,-.26292345,-.2788671,-.28878891,12,11,4,16,3,.125,.57499999,.19166666,.10833333,0,0,0,0,0,0,0,0,0,0,0,0,0
60,136.179,1,1.173913,2,2,.48913044,.93333334,2,.5,.49456522,.043478262,.36000001,1.5151515,3.2121212,.33644861,.33644861,.95833331,.95833331,4,4,3,7,7,10,1.5714611,.55027407,1.9736087,.21928985,.35330224,68.402618,0,.73043257,.51515424,.43187395,.4162465,.29741326,.29616392,.12633891,.077307642,.056628183,.027214704,.023825528,-.024157524,-.048755631,-.051444624,-.0827161,-.11991441,-.16401839,-.26427242,-.31065351,-.31775686,-.32127258,-.38525242,-.43843332,-.46995163,13,17,0,21,11,.45652175,.0054347832,.48913044,.010869565,.032608695,.0054347832,0,0,0,0,0,0,0,0,0,0,0
61,160.312,1,2.1544502,2,1,.43455496,.46987951,5,.33769634,.63874346,.19895288,.38260868,2.5,6.2119565,.32492998,.32492998,.75,.78160918,3,7,3,11,8,17,4.2666798,.23437427,3.1053171,.12938821,.15536128,231.86037,0,.84104156,.74955559,.55035836,.39055735,.38863823,.30494803,.24696681,.096493617,.04993391,.014782362,-.027991293,-.045112886,-.067585438,-.10068575,-.12437721,-.15961547,-.18974228,-.27702227,-.31382084,-.34966895,-.42743105,-.46142915,-.53963184,-.54916137,18,0,20,13,9,.099476442,.20418848,.43455496,.10732985,.091623038,.023560209,0,.039267015,0,0,0,0,0,0,0,0,0
62,130.13,1,2.4738371,0,5,.4505814,.29677421,4,.70058137,.13662791,.1627907,.3968254,1.7181818,7.6272726,.2924282,.33159268,.66071427,.88188976,2,5,5,6,5,12,2.9432106,.31230927,1.3144444,.10953704,.15469125,136.93999,0,.94010788,.65644908,.543603,.45359197,.41753191,.40897954,.38930741,.263769,.10146338,.07930281,.042603768,.034124278,-.19909379,-.23883012,-.27623698,-.28754756,-.29297683,-.30846429,-.38400987,-.41256022,-.44401672,-.49280936,-.49365297,-.50063533,2,23,3,11,18,.4505814,.046511628,.090116277,.046511628,.11627907,.13372093,0,.061046511,.029069766,0,0,0,.02616279,0,0,0,0
63,156.683,2,.91336632,0,2,.58663368,.49789029,2,.63118809,.3490099,.044554453,.45808384,1.1971326,4.2867384,.32369941,.50289017,.8035714,.65134102,17,5,4,16,9,30,5.0164981,.32566804,1.3391709,.055798788,.15461756,134.41151,0,.79565895,.72134054,.57294506,.50726837,.33846316,.32986668,.24754609,.23480789,.16041209,.11838552,.056683473,-.089879565,-.14775553,-.14834853,-.17072862,-.29032725,-.33867335,-.36338481,-.36551204,-.38210908,-.42769748,-.43529034,-.45248869,-.47118253,12,7,21,4,17,.58663368,.056930695,.29207921,.017326733,.027227722,.014851485,.002475248,0,0,.002475248,0,0,0,0,0,0,0
64,223.51401,2,1.9322034,2,2,.44858757,.38035265,4,.36497176,.58644068,.19096045,.37057221,1.9265091,4.4645667,.19301848,.22997947,.82978725,.84821427,4,5,6,17,12,17,4.3576689,.34316587,1.7613397,.08806698,.2408094,85.162453,0,.91096431,.73973584,.59496707,.56960696,.41658625,.38338983,.26012447,.18754034,.16971608,.16794652,.014788931,-.049217552,-.074089244,-.10718464,-.14140309,-.20272563,-.211603,-.21392711,-.42902145,-.49546534,-.49798456,-.5583995,-.69438791,-.73995763,11,4,22,2,16,.17062147,.1378531,.44858757,.1559322,.035028249,.044067796,.001129944,.0022598871,.0022598871,0,0,0,.001129944,.001129944,0,0,0
65,169.42599,1,1.691689,0,1,.43967828,.35365853,4,.74530834,.20911528,.27613941,.25358853,2.0096154,6.0192308,.24413146,.25586855,.57692307,.85321099,8,4,5,18,10,26,2.5143721,.38178453,1.6417248,.10944832,.28575787,91.367325,0,.84359866,.68238473,.495114,.42953992,.38797134,.34478229,.24436238,.19390978,-.061947703,-.066663556,-.078524984,-.086311303,-.11641751,-.12004223,-.12088099,-.12151368,-.12436183,-.17341338,-.27430546,-.36906686,-.41202319,-.49515772,-.49980825,-.50122446,5,22,4,11,17,.43967828,.15549599,.053619303,.13404825,.14209116,.026809651,.01608579,.029490616,.002680965,0,0,0,0,0,0,0,0
66,140.01401,2,1.1308725,0,2,.64765102,.26943004,2,.7214765,.23825504,.030201342,.47619048,1.75,5.4499998,.49100256,.57583547,.42408377,.36160713,8,8,2,12,9,24,2.7782936,.38055855,1.8878292,.1048794,.2219785,95.34761,1,.75790745,.69237864,.45672852,.43912476,.3772901,.36430845,.17052206,.12506625,.058375474,.035673127,.014452121,-.013498265,-.052182518,-.12318253,-.1786492,-.19092874,-.28580379,-.29874188,-.32608822,-.36405402,-.39411083,-.40107709,-.42995819,-.43355164,8,19,1,12,21,.64765102,.063758388,.17449665,.010067114,.020134227,.040268455,0,.023489933,0,0,0,0,.020134227,0,0,0,0
67,83.603996,1,2.0895522,0,5,.47761193,.625,3,.62686568,.074626863,.14925373,.42857143,1.1864407,4.6610169,.35971224,.35971224,.68000001,.68000001,2,10,4,5,5,7,1.6625999,.5672068,1.5874177,.26456961,.28484619,56.69585,1,.7042737,.63570517,.61959219,.44161174,.41375956,.40532598,.23667976,.23526241,.23212175,.23009174,.17646611,-.077342823,-.10330863,-.11864688,-.14132835,-.20088875,-.23370542,-.43579653,-.4373053,-.46073505,-.48502663,-.49048203,-.50718671,-.63913697,11,6,23,1,19,.47761193,0,.074626863,.14925373,0,.29850745,0,0,0,0,0,0,0,0,0,0,0
68,137.554,2,1.4521073,0,2,.4789272,.49599999,3,.67432952,.2835249,.18390805,.3943662,1.6771654,4.4566927,.15555556,.29074073,.8214286,.72611463,4,8,3,18,9,27,3.009727,.31657502,1.505379,.18817237,.20366582,159.4283,0,.85839158,.6970129,.62164569,.61704785,.4531008,.40996301,.33938074,.2104165,.20057873,.16065143,.023779949,.0081274221,-.058704723,-.085799359,-.22343482,-.27973884,-.29694772,-.31005153,-.40255836,-.45740104,-.54748112,-.63704491,-.64955759,-.65137666,4,7,21,5,19,.4789272,.045977011,.23754789,.1724138,.011494253,.026819924,0,.003831418,.015325671,0,.003831418,0,.003831418,0,0,0,0
69,44.855999,1,1.7058823,0,2,.39495799,.89361703,4,.63025212,.36134455,.21008404,.6111111,2,5.4444447,.2734375,.3203125,.94285715,.9512195,2,2,4,9,5,17,2.8535759,.35043749,1.0536644,.15052348,.18919516,99.652222,0,.60563064,.57774585,.51796037,.36573091,.34241721,.33657554,.21533719,.16902836,.1430176,.12373896,.10057931,.093008928,.031623594,-.040547438,-.16813092,-.23405571,-.2478542,-.24921219,-.29211748,-.30315623,-.48908693,-.51073802,-.52225202,-.56524324,17,7,10,23,2,.39495799,.0084033608,.35294119,.1092437,.10084034,.0084033608,0,.016806724,0,0,0,0,.0084033608,0,0,0,0
70,22.816999,1,.7352941,0,2,.75,.13725491,2,.88235295,.10294118,.13235295,.64705884,1.8888888,5.3333335,.45833334,.45833334,.75757575,.75757575,1,1,3,5,5,7,3.1555419,.29577592,.57042497,.19014166,.10457258,157.7771,0,.56755412,.52583498,.48456943,.31953493,.31922302,.31423262,.19613199,.11277829,-.03451702,-.03723501,-.039730217,-.058070157,-.058111157,-.08410538,-.12367071,-.14482689,-.14666763,-.21100146,-.2626619,-.26893273,-.29424125,-.32650071,-.33100098,-.41858622,23,11,14,12,6,.75,0,.10294118,.073529415,.05882353,.014705882,0,0,0,0,0,0,0,0,0,0,0
71,135.968,1,1.538071,2,1,.59898478,.41525424,3,.13705584,.84771574,.005076142,.52631581,2.2207792,3.8961039,.26576576,.26576576,.91525424,.91525424,3,3,5,6,6,9,1.6327372,.55421519,2.8738282,.17961426,.41644016,83.512299,1,.74925762,.50558758,.423509,.33066311,.29320598,.28110215,.24846293,.21403548,.21363853,.13644744,.045092035,.02029689,-.041797549,-.15030243,-.19875927,-.21487302,-.24570073,-.26119128,-.27681157,-.2789036,-.38984308,-.39894575,-.4535284,-.55064213,5,14,13,1,23,.13197969,.24873097,.59898478,.005076142,0,.015228426,0,0,0,0,0,0,0,0,0,0,0
72,66.308998,1,3.2249999,0,5,.38749999,.77419353,2,.64999998,.050000001,.15000001,.42857143,1.6333333,8.4333334,.40963855,.42168674,.58823532,.97142857,7,5,4,5,4,12,1.2517154,.79164088,1.8084272,.60280907,.29483587,99.533997,0,.80870724,.74644828,.6348933,.57025146,.46708453,.25234994,.21681763,.15745713,.076215424,.047250319,.044742987,.0033990741,-.04686391,-.05061271,-.33406299,-.34798068,-.3512924,-.36217743,-.36437616,-.38732788,-.42264155,-.43508288,-.45737883,-.4658199,18,9,7,19,5,.38749999,0,.050000001,.075000003,.075000003,.30000001,0,.050000001,0,0,0,0,.0625,0,0,0,0
73,58.863998,1,1.5454545,2,2,.49242425,.56923079,4,.38636363,.58333331,.10606061,.37894738,2.5,5.3157897,.30496454,.30496454,.86046511,.86046511,2,2,4,7,7,9,2.3953519,.35744607,1.154196,.19236602,.2216302,77.976349,0,.63061816,.62846512,.54534662,.44381422,.36742619,.35515097,.29857695,.22061463,.15285917,.058366422,.024186645,-.015734736,-.020758415,-.077343583,-.13304016,-.23710217,-.2875452,-.2986466,-.35446852,-.39304501,-.39466363,-.48885602,-.5023703,-.52185071,9,16,4,22,0,.28030303,.090909094,.49242425,.10606061,0,.030303029,0,0,0,0,0,0,0,0,0,0,0
74,15.286,1,1.7692307,0,2,.42307693,.36363637,4,.65384614,.26923078,.1923077,.46666667,2.5,6.5,.4375,.4375,.35714287,.35714287,2,5,4,8,7,12,2.0934188,.40802473,.63691664,.21230556,.1572472,94.20385,0,.69777787,.67977041,.62768948,.50116783,.34108904,.28818703,.26134738,.21211362,.19863673,.1786602,.092041336,.018857872,-.026638245,-.057034407,-.25903654,-.29397315,-.30503213,-.37553316,-.43179575,-.4433524,-.46802962,-.46829039,-.48253065,-.48609233,0,12,19,8,20,.42307693,.11538462,.15384616,.07692308,.11538462,.07692308,0,.038461536,0,0,0,0,0,0,0,0,0
75,85.044998,1,1.6597939,2,2,.50515461,.46938777,4,.40206185,.59793812,.16494845,.43243244,1.8974359,4.025641,.21929824,.21929824,.75999999,.75999999,2,2,4,11,11,10,1.3404669,.67334557,2.208961,.13806006,.53599745,108.64836,1,.55401224,.49133494,.4563514,.30187076,.28980342,.25872001,.20069651,.12937187,.066803619,.015899129,-.0020344339,-.065505505,-.087945126,-.087980695,-.12284055,-.1268705,-.13328989,-.13355815,-.23867241,-.24947917,-.29165494,-.31980801,-.42723066,-.47799385,18,10,14,11,1,.2371134,.092783503,.50515461,.10309278,.06185567,0,0,0,0,0,0,0,0,0,0,0,0
76,82.328003,1,1.6653544,0,2,.53543305,.29411766,4,.68897641,.15748031,.13779527,.43220338,1.9344262,6.852459,.43609023,.43609023,.36206895,.38793105,3,7,5,8,6,15,3.2309785,.26572031,1.2048,.1004,.14987886,149.40239,1,.84555054,.67792886,.45687929,.38059697,.31648517,.28853077,.27175283,.26665345,.26046568,.16368598,.066105664,.045990709,-.10714418,-.11381409,-.17188393,-.26973537,-.30035108,-.34240878,-.36697483,-.40084931,-.42359877,-.47467524,-.52740717,-.54178315,18,1,14,20,3,.53543305,0,.15748031,.12204725,.015748031,.1456693,0,.015748031,.0039370079,0,0,0,0,.0039370079,0,0,0
77,82.266998,1,1.7702702,0,2,.45945945,.55882353,3,.45945945,.2972973,0,.4375,2.2857144,7.2857141,.44585988,.44585988,.71428573,.71428573,2,2,3,6,6,10,1.9084201,.52104986,.92434829,.11554354,.20102513,64.910599,0,.64950895,.53268367,.49646857,.48463231,.40290785,.3208088,.29995418,.26945937,.1922863,.12771845,.10048323,.051901493,-.071437657,-.076070569,-.13976638,-.26658863,-.31690753,-.35259303,-.38693649,-.40965447,-.42177817,-.48989013,-.49146155,-.50572854,13,14,8,21,0,.45945945,.040540542,.25675675,0,0,.24324325,0,0,0,0,0,0,0,0,0,0,0
78,94.603996,1,1.6294278,0,3,.50681198,.39247313,3,.80653954,.15531336,.25340599,.46961325,1.7572815,5.7184467,.31818181,.31818181,.89915967,.89915967,3,3,4,6,5,13,3.9533212,.25111556,1.2018657,.1716951,.14176588,174.72835,0,.89735687,.64496493,.60003537,.5820716,.48650208,.30274016,.29829386,.0161462,.0065908981,-.017810365,-.019785477,-.038232639,-.046507481,-.10160688,-.12334463,-.14560778,-.19474861,-.3246094,-.3577753,-.39988133,-.40671569,-.4749721,-.57580829,-.60729599,15,10,14,20,0,.50681198,.010899183,.14441417,.19891009,.054495912,.03814714,0,.046321526,0,0,0,0,0,0,0,0,0
79,106.179,2,.75526744,0,4,.81523502,.21272366,2,.99189627,0,.17666127,.48275861,1.137255,4.5294118,.5812102,.5812102,.62191778,.62191778,4,4,2,5,4,13,5.9051223,.33055454,3.7093101,.23183188,.2604416,129.40411,1,.63714206,.54606265,.49091622,.46911731,.33547992,.20537248,.11427521,.098475195,.067065544,.050889473,-.019164061,-.043135725,-.074351333,-.11907353,-.17376761,-.20585579,-.21771908,-.2325954,-.25676486,-.28020129,-.30236512,-.31080529,-.3879295,-.39106756,8,22,7,12,5,.81523502,0,0,.003241491,.17341977,.0048622368,0,0,.001620746,.001620746,0,0,0,0,0,0,0
